,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
42386,201610030060,2016,10,3,,0,,217,United States,1,North America,Nebraska,Lincoln,40.846244,-96.700429,1,0,,"10/03/2016: Assailants set fire to the Belmont Baptist Church in Lincoln, Nebraska, United States. There were no reported casualties in the incident. This was one of two arson attacks targeting the same church on this date. No group claimed responsibility for the incidents.",1,1,1,0,,,1.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Belmont Baptist Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Belmont Baptist holds service a week after arson attack,"" Channel 8 Eyewitness News, October 9, 2016.","""Community rallies around Belmont Baptist after arson attacks,"" Channel 8 Eyewitness News, October 4, 2016.","""Arson suspected in fire that gutted Lincoln church,"" Lincoln Journal Star, October 3, 2016.",START Primary Collection,-9,-9,0,-9,"201610030040, 201610030060"
42429,201610040058,2016,10,4,,0,,217,United States,1,North America,Indiana,Indianapolis,39.825657,-86.227067,1,0,,"10/04/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department northwest district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarters,217.0,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a ""war on white people.""",0,,,1,1,1,1,5.0,Note left at scene,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A semiautomatic assault rifle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Suspected IMPD headquarters shooter charged with 3 counts attempted murder, criminal recklessness,"" Fox 59 (Indianapolis), December 8, 2016.","""Court docs: DNA ties Zionsville murder suspect to IMPD headquarters shootings,"" Fox 59 (Indianapolis), October 31, 2016.",,START Primary Collection,-9,-9,0,-9,
42587,201610090043,2016,10,9,,0,,217,United States,1,North America,Florida,Century,30.963733,-87.267362,1,0,The incident occurred along Jefferson Avenue.,"10/09/2016: Assailants set fire to Wesley Chapel Church in Century, Florida, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Wesley Chapel Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,Unknown,-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arson suspected in Century church fire,"" PensacolaNewsJournal.com, October 10, 2016.",,,START Primary Collection,-9,-9,0,-9,
42741,201610130052,2016,10,13,,0,,217,United States,1,North America,Indiana,Indianapolis,39.826113,-86.227124,1,0,,"10/13/2016: An assailant opened fire on the Indianapolis Metropolitan Police Department north district headquarters in Indianapolis, Indiana, United States. There were no reported casualties in the assault. Authorities arrested an anti-white extremist, identified as Damoine A. Wilcoxson, in connection with the attack. Sources indicated that a note left at the scene declared ""war on white people,"" and that Wilcoxson made statements online calling for ""social justice and retribution.""",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,3,Police,22.0,"Police Building (headquarters, station, school)",Indianapolis Metropolitan Police Department,Headquarter,217.0,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"In a note left at the scene, Damoine A. Wilcoxson claimed responsibility for the incident and announced a ""war on white people.""",0,,,1,1,1,1,5.0,Note left at scene,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,A semiautomatic assault rifle was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A police station was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Suspected IMPD headquarters shooter charged with 3 counts attempted murder, criminal recklessness,"" Fox 59 (Indianapolis), December 8, 2016.","""Court docs: DNA ties Zionsville murder suspect to IMPD headquarters shootings,"" Fox 59 (Indianapolis), October 31, 2016.",,START Primary Collection,-9,-9,0,-9,
42791,201610150013,2016,10,15,,0,,217,United States,1,North America,Iowa,Reasnor,41.578663,-93.022688,1,0,,"10/15/2016: Assailants set fire to construction equipment for the Dakota Access oil pipeline in Reasnor, Iowa, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,1.0,Gas/Oil/Electric,Dakota Access LLC,Oil Pipeline Construction Equipment,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that there was opposition to the Dakota Access Pipeline.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Major (likely >= $1 million but < $1 billion),2000000.0,Oil pipeline construction equipment was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Dakota Access pipeline equipment fire called arson,"" UPI, October 18, 2016.","""UPDATE 1-Dakota Access construction equipment set ablaze in Iowa - sheriff,"" Reuters Africa, October 17, 2016.","""More pipeline construction equipment burned in Jasper County,"" Radio Iowa, October 17, 2016.",START Primary Collection,-9,-9,0,-9,
42828,201610160022,2016,10,16,,0,,217,United States,1,North America,North Carolina,Hillsborough,36.060668,-79.101578,1,0,,"10/16/2016: Assailants threw a Molotov cocktail targeting a Republican Party (GOP) office in Hillsborough, North Carolina, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the building.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,14,Private Citizens & Property,84.0,Political Party Member/Rally,Republican Party (GOP),Office,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources noted that the assailants spray-painted ""Nazi Republicans leave town or else"" on the targeted office.",0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,A firebomb was used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A political office was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""North Carolina G.O.P. Building Is Firebombed,"" The New York Times, October 17, 2016.","""US election: Republican office in North Carolina vandalised,"" BBC, October 16, 2016.","""Mike Pence Calls Suspected Firebombing at NC GOP Office 'Act of Political Terrorism',"" ABC News, October 18, 2016.",START Primary Collection,-9,-9,0,-9,
43725,201611080059,2016,11,8,,0,,217,United States,1,North America,Iowa,Buena Vista County,42.670545,-95.143207,3,0,The incident occurred at the Dakota Access Pipeline.,"11/08/2016: Assailant set fire to Dakota Access Pipeline equipment in Buena Vista County, Iowa, United States. There were no reported casualties in the attack. Two unaffiliated individuals, identified as Jessica Reznicek and Ruby Montoya, claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,12.0,Construction,Dakota Access Pipeline,Pipeline,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Jessica Reznicek, claimed responsibility for the incident and stated ""We are speaking publicly to empower others to act boldly, with purity of heart, to dismantle the infrastructures which deny us our rights to water, land and liberty.""",0,,,1,2,2,1,8.0,Personal claim,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Unspecified equipment was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""The idiocy behind the Dakota Access Pipeline protesters,"" Washington Examiner, July 28, 2017.","""Meet the Two Catholic Workers Who Secretly Sabotaged the Dakota Access Pipeline to Halt Construction,"" Democracy Now!, July 28, 2017.",,START Primary Collection,-9,-9,0,-9,
44283,201611230062,2016,11,23,,0,,217,United States,1,North America,New Mexico,Albuquerque,35.091952,-106.586558,1,0,The incident occurred at 625 San Mateo Boulevard NE.,"11/23/2016: Assailants set fire to a Project Defending Life office in Albuquerque, New Mexico, United States. No casualties were reported in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,6.0,Medical/Pharmaceutical,Project Defending Life,Pro-Life Pregnancy Center,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,An office was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Authorities: Fire at pro-life center deliberately set,"" KOBTV New Mexico's NBC News, November 24, 2016.","""Man Pulls a Knife on Pro-Life People Offering Abortion Alternatives Outside a Planned Parenthood,"" LifeNews.com, February 24, 2017.","""Arsonist sets fire to New Mexico pro-life pregnancy center: Report,"" The Washington Times, November 24, 2016.",START Primary Collection,-9,-9,0,-9,
44347,201611250026,2016,11,25,,0,,217,United States,1,North America,Washington,Tacoma,47.154901,-122.368098,1,0,,"11/25/2016: Assailants set fire to Our Savior Lutheran Church in Tacoma, Washington, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Our Savior Lutheran Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Tacoma church badly damaged by suspected arsonist,"" Q13 Fox, November 26, 2016.",,,START Primary Collection,-9,-9,0,-9,
44440,201611280001,2016,11,28,,0,,217,United States,1,North America,Ohio,Columbus,40.00329,-83.011421,1,0,,"11/28/2016: An assailant rammed his vehicle into a group of students and stabbed bystanders at Ohio State University in Columbus, Ohio, United States. At least 11 people were injured before a nearby police officer shot and killed the assailant. The assailant, identified as Abdul Razak Ali Artan, wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" The Islamic State of Iraq and the Levant (ISIL) also claimed responsibility for the incident; however, Artan's connection to ISIL could not be confirmed.",1,1,1,0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,70.0,Student,Ohio State University,Students,217.0,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Abdul Razak Ali Artan, claimed responsibility for the incident and wrote on his Facebook page prior to the attack, ""If you want us Muslims to stop carrying lone wolf attacks, then make peace with the Islamic State group."" Sources also noted that Artan indicated that he felt uncomfortable when praying at Ohio State University.",0,,,1,1,0,1,7.0,"Posted to website, blog, etc.",,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,10.0,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",,,,,,,,,,,A knife and a vehicle were used in the attack.,1.0,0.0,1.0,11.0,11.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""Ohio State University attack: Suspect dead and nine injured,"" BBC, November 28, 2016.","""ISIS says Ohio State attacker was its 'soldier',"" Providence Journal, November 29, 2016.","""Ohio State attack: Terrorism eyed as police seek more info,"" Mail Online UK, November 29, 2016.",START Primary Collection,-9,-9,0,-9,
44718,201612040047,2016,12,4,,0,,217,United States,1,North America,District of Columbia,Washington,38.908642,-77.015381,1,0,,"12/04/2016: An assailant opened fire inside Comet Ping Pong restaurant in Washington, District of Columbia, United States. There were no reported casualties, and the assailant was arrested at the scene. The assailant, identified as Edgar M. Welch, stated that he targeted Comet Ping Pong because he suspected that the human trafficking of children was occurring at the restaurant.",1,1,1,0,,,0.0,0,0,2,Armed Assault,,,,,1,Business,2.0,Restaurant/Bar/Café,Comet Ping Pong,Restaurant,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,"An unaffiliated individual, identified as Edgar M. Welch, claimed responsibility for the incident and stated that he targeted Comet Ping Pong restaurant because he wanted to look into an inaccurate Internet article, which stated that human trafficking of children was occurring at the restaurant.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,5.0,Firearms,3.0,Handgun,,,,,,,,,An AR-15 assault rifle and a Colt .38-caliber revolver were used in the attack.,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),5744.0,"A computer system, a ping pong table, and locks were damaged in this attack.",0,,,,,,,,,,,,,,,,,"""The Comet Ping Pong Gunman Answers Our Reporter's Questions,"" The New York Times, December 7, 2016.","""Grand jury returns indictment against Edgar Welch in Comet Ping Pong incursion,"" The Washington Post, December 15, 2016.","""N.C. man told police he went to D.C. pizzeria with gun to investigate conspiracy theory,"" The Washington Post, December 5, 2016.",START Primary Collection,-9,-9,0,-9,
44827,201612080038,2016,12,7,,0,,217,United States,1,North America,California,Redlands,34.053546,-117.181537,1,0,,"12/07/2016: Assailants set fire to First Baptist Church in Redlands, California, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.",1,1,1,0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,First Baptist Church,Church,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,8,Incendiary,18.0,Arson/Fire,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),2000.0,A church was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Arson investigators probe series of fires at local church,"" PublicNow.com, December 8, 2016.",,,START Primary Collection,-9,-9,0,-9,
45003,201612150044,2016,12,15,,0,,217,United States,1,North America,Texas,Dallas,32.776664,-96.796988,1,0,,"12/15/2016: An assailant sent a message via Twitter to Kurt Eichenwald, a Newsweek journalist, in Dallas, Texas, United States. The message contained the text ""You deserve a seizure for your posts"" and a GIF image of a strobe. Eichenwald, who has epilepsy, suffered a seizure and was incapacitated for several days. No group claimed responsibility for the incident; however, authorities arrested John Rayne Rivello in connection with the attack.",1,1,1,0,,,0.0,0,0,1,Assassination,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Newsweek,Journalist: Kurt Eichenwald,217.0,United States,,,,,,,,,,,,,,,,,Anti-Semitic extremists,,,,,,"The specific motive is unknown; however, sources noted that John Rayne Rivello was prejudice against members of the Jewish community. Sources also suspected that Kurt Eichenwald may have been targeted for his critical comments of President Trump.",0,,,1,1,1,0,,,,,,,,,,12,Other,,,,,,,,,,,,,,,A strobe light GIF sent via Twitter was used in the attack.,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,,"""A Tweet to Kurt Eichenwald, a Strobe and a Seizure. Now, an Arrest.,"" The New York Times, March 17, 2017.","""Tweet that sent journalist Kurt Eichenwald into seizure considered 'deadly weapon' in indictment,"" The Washington Post, March 22, 2017.","""Man faces hate-crime charge in Dallas County over tweet that gave Kurt Eichenwald a seizure,"" Dallas Morning News, March 21, 2017.",START Primary Collection,-9,-9,0,-9,
45510,201701020076,2017,1,2,,0,,217,United States,1,North America,Illinois,Chicago,41.842602,-87.681229,1,0,The incident occurred on the West Side.,"01/02/2017: Four assailants tied up and tortured a mentally disabled person at a residence in the west side of Chicago, Illinois, United States. The victim was released after four hours. The attack was streamed on Facebook and the assailants shouted anti-Trump and anti-white profanities. Jordan Hill, Brittany Covington, Tesfaye Cooper, and Tanisha Covington were arrested on hate crime charges in connection with the incident.",1,1,1,0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilian,217.0,United States,,,,,,,,,,,,,,,,,Anti-White extremists,,,,,,"The specific motive is unknown; however, sources noted that the assailants made anti-white and anti-Trump statements during the attack.",0,,,1,4,4,1,8.0,Personal claim,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,9.0,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,1,1.0,1.0,4.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,"""4 Black Suspects Charged in Videotaped Beating of White Teenager in Chicago,"" Boston Globe, January 6, 2017.","""Singapore: Hate crimes charges over live-streamed Chicago assault,"" Channel NewsAsia Online, January 5, 2017.","""Australia: Chicago police charge four people over 'sickening attack' streamed live on Facebook,"" ABC Online, January 5, 2017.",START Primary Collection,-9,-9,0,-9,
45615,201701060022,2017,1,6,,0,,217,United States,1,North America,Florida,Fort Lauderdale,26.071231,-80.145668,1,0,,"01/06/2017: An assailant opened fire at Fort Lauderdale-Hollywood International Airport in Fort Lauderdale, Florida, United States. At least five people were killed and six other people were injured in the assault. Esteban Santiago admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",1,1,1,1,4.0,Lack of Intentionality,0.0,1,0,2,Armed Assault,,,,,6,Airports & Aircraft,44.0,Airport,Fort Lauderdale-Hollywood International Airport,Airport,217.0,United States,,,,,,,,,,,,,,,,,Jihadi-inspired extremists,,,,,,"An unaffiliated individual, identified as Esteban Santiago, admitted that he had discussed his plans for the attack in various jihadi online chat rooms. Moreover, Santiago stated that the Central Intelligence Agency (CIA) was forcing him to view Islamic State of Iraq and the Levant (ISIL) videos.",0,,,1,1,1,1,8.0,Personal claim,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,A 9-mm pistol was used in the attack.,5.0,5.0,0.0,6.0,6.0,0.0,0,,,,,0,,,,,,,,,,,,,,,,"Casualty numbers conflict across sources. Following GTD protocol, the most recent reliable estimates are reported here. There is doubt that this incident meets terrorism-related criteria. Sources noted that Santiago was diagnosed with schizophrenia. Additionally, Santiago claimed that the United States government was controling his mind and forcing him to watch Islamic State of Iraq and the Levant (ISIL) videos, while the Central Intelligence Agency (CIA) was forcing him to join the group.","""US veteran arrested over Fort Lauderdale shooting,"" Al Jazeera, January 7, 2017.","""Fort Lauderdale airport shooter's motives still not clear, FBI says,"" CBC, January 7, 2017.","""Fort Lauderdale Shooting Exposes Airport Security Gaps, Experts Say,"" Time, January 6, 2017.",START Primary Collection,-9,-9,0,-9,
